Date,high,low,open,close,volume,Adj Close
2019-02-12,10910.900390625,10823.7998046875,10879.7001953125,10831.400390625,292300.0,10831.400390625
2019-02-14,10792.7001953125,10718.75,10786.099609375,10746.0498046875,627000.0,10746.0498046875
2019-02-15,10785.75,10620.400390625,10780.25,10724.400390625,521900.0,10724.400390625
2019-02-18,10759.900390625,10628.400390625,10738.650390625,10640.9501953125,345400.0,10640.9501953125
2019-02-19,10722.849609375,10585.650390625,10636.7001953125,10604.349609375,291500.0,10604.349609375
2019-02-20,10752.7001953125,10646.400390625,10655.4501953125,10735.4501953125,289200.0,10735.4501953125
2019-02-21,10808.849609375,10721.5,10744.099609375,10789.849609375,279600.0,10789.849609375
2019-02-22,10801.5498046875,10758.400390625,10782.7001953125,10791.650390625,396800.0,10791.650390625
2019-02-25,10887.099609375,10788.0498046875,10813.25,10880.099609375,385900.0,10880.099609375
2019-02-26,10888.75,10729.2998046875,10775.2998046875,10835.2998046875,415000.0,10835.2998046875
2019-02-27,10939.7001953125,10751.2001953125,10881.2001953125,10806.650390625,381100.0,10806.650390625
2019-02-28,10865.7001953125,10784.849609375,10865.7001953125,10792.5,644200.0,10792.5
2019-03-01,10877.900390625,10823.099609375,10842.650390625,10863.5,308500.0,10863.5
2019-03-05,10994.900390625,10817.0,10864.849609375,10987.4501953125,373200.0,10987.4501953125
2019-03-06,11062.2998046875,10998.849609375,11024.849609375,11053.0,372600.0,11053.0
2019-03-07,11089.0498046875,11027.099609375,11077.9501953125,11058.2001953125,321200.0,11058.2001953125
2019-03-08,11049.0,11008.9501953125,11038.849609375,11035.400390625,326600.0,11035.400390625
2019-03-11,11180.900390625,11059.849609375,11068.75,11168.0498046875,352200.0,11168.0498046875
2019-03-12,11320.400390625,11227.0,11231.349609375,11301.2001953125,391300.0,11301.2001953125
2019-03-13,11352.2998046875,11276.599609375,11326.2001953125,11341.7001953125,383000.0,11341.7001953125
2019-03-14,11383.4501953125,11313.75,11382.5,11343.25,294500.0,11343.25
2019-03-15,11487.0,11370.7998046875,11376.849609375,11426.849609375,463700.0,11426.849609375
2019-03-18,11530.150390625,11412.5,11473.849609375,11462.2001953125,320300.0,11462.2001953125
2019-03-19,11543.849609375,11451.25,11500.2998046875,11532.400390625,326100.0,11532.400390625
2019-03-20,11556.099609375,11503.099609375,11553.349609375,11521.0498046875,366300.0,11521.0498046875
2019-03-22,11572.7998046875,11434.5498046875,11549.2001953125,11456.900390625,386200.0,11456.900390625
2019-03-25,11395.650390625,11311.599609375,11395.650390625,11354.25,294500.0,11354.25
2019-03-26,11496.75,11352.4501953125,11375.2001953125,11483.25,282600.0,11483.25
